,player_name,pitcher,stand,pitch_type,PitchesThrown,TotalPC,%,BatterName,batter
7861,Aaron Nola,605400,R,CU,1,3,0.3333333333333333,Aledmys Diaz,649557
7862,Aaron Nola,605400,R,SI,2,3,0.6666666666666666,Aledmys Diaz,649557
7863,Aaron Nola,605400,R,CU,4,16,0.25,Alejandro Kirk,672386
7864,Aaron Nola,605400,R,FC,2,16,0.125,Alejandro Kirk,672386
7865,Aaron Nola,605400,R,FF,5,16,0.3125,Alejandro Kirk,672386
7866,Aaron Nola,605400,R,SI,5,16,0.3125,Alejandro Kirk,672386
7867,Aaron Nola,605400,L,CH,3,10,0.3,Alejo Lopez,664670
7868,Aaron Nola,605400,L,CU,2,10,0.2,Alejo Lopez,664670
7869,Aaron Nola,605400,L,FC,1,10,0.1,Alejo Lopez,664670
7870,Aaron Nola,605400,L,FF,1,10,0.1,Alejo Lopez,664670
7871,Aaron Nola,605400,L,SI,3,10,0.3,Alejo Lopez,664670
7872,Aaron Nola,605400,L,CH,5,29,0.1724137931034483,Alek Thomas,677950
7873,Aaron Nola,605400,L,CU,10,29,0.3448275862068966,Alek Thomas,677950
7874,Aaron Nola,605400,L,FF,8,29,0.27586206896551724,Alek Thomas,677950
7875,Aaron Nola,605400,L,SI,6,29,0.20689655172413793,Alek Thomas,677950
7876,Aaron Nola,605400,R,CH,3,58,0.05172413793103448,Alex Bregman,608324
7877,Aaron Nola,605400,R,CU,13,58,0.22413793103448276,Alex Bregman,608324
7878,Aaron Nola,605400,R,FC,12,58,0.20689655172413793,Alex Bregman,608324
7879,Aaron Nola,605400,R,FF,13,58,0.22413793103448276,Alex Bregman,608324
7880,Aaron Nola,605400,R,SI,17,58,0.29310344827586204,Alex Bregman,608324
7881,Aaron Nola,605400,R,CH,3,35,0.08571428571428572,Alex Call,669743
7882,Aaron Nola,605400,R,CU,12,35,0.34285714285714286,Alex Call,669743
7883,Aaron Nola,605400,R,FC,1,35,0.02857142857142857,Alex Call,669743
7884,Aaron Nola,605400,R,FF,10,35,0.2857142857142857,Alex Call,669743
7885,Aaron Nola,605400,R,SI,9,35,0.2571428571428571,Alex Call,669743
7886,Aaron Nola,605400,L,CH,1,10,0.1,Alex Verdugo,657077
7887,Aaron Nola,605400,L,CU,2,10,0.2,Alex Verdugo,657077
7888,Aaron Nola,605400,L,FC,2,10,0.2,Alex Verdugo,657077
7889,Aaron Nola,605400,L,FF,4,10,0.4,Alex Verdugo,657077
7890,Aaron Nola,605400,L,SI,1,10,0.1,Alex Verdugo,657077
7891,Aaron Nola,605400,L,CU,4,10,0.4,Alfonso Rivas,663845
7892,Aaron Nola,605400,L,FF,6,10,0.6,Alfonso Rivas,663845
7893,Aaron Nola,605400,R,CU,7,15,0.4666666666666667,Alika Williams,675961
7894,Aaron Nola,605400,R,FC,2,15,0.13333333333333333,Alika Williams,675961
7895,Aaron Nola,605400,R,FF,4,15,0.26666666666666666,Alika Williams,675961
7896,Aaron Nola,605400,R,SI,2,15,0.13333333333333333,Alika Williams,675961
7897,Aaron Nola,605400,R,CU,3,4,0.75,Amed Rosario,642708
7898,Aaron Nola,605400,R,FF,1,4,0.25,Amed Rosario,642708
7899,Aaron Nola,605400,R,CU,8,18,0.4444444444444444,Andres Chaparro,665953
7900,Aaron Nola,605400,R,FC,1,18,0.05555555555555555,Andres Chaparro,665953
7901,Aaron Nola,605400,R,FF,5,18,0.2777777777777778,Andres Chaparro,665953
7902,Aaron Nola,605400,R,SI,4,18,0.2222222222222222,Andres Chaparro,665953
7903,Aaron Nola,605400,L,CH,2,9,0.2222222222222222,Andres Gimenez,665926
7904,Aaron Nola,605400,L,CU,2,9,0.2222222222222222,Andres Gimenez,665926
7905,Aaron Nola,605400,L,FF,4,9,0.4444444444444444,Andres Gimenez,665926
7906,Aaron Nola,605400,L,SI,1,9,0.1111111111111111,Andres Gimenez,665926
7907,Aaron Nola,605400,L,CU,1,4,0.25,Andrew Benintendi,643217
7908,Aaron Nola,605400,L,FC,2,4,0.5,Andrew Benintendi,643217
7909,Aaron Nola,605400,L,FF,1,4,0.25,Andrew Benintendi,643217
7910,Aaron Nola,605400,R,CU,5,15,0.3333333333333333,Andrew Knizner,668800
7911,Aaron Nola,605400,R,FF,10,15,0.6666666666666666,Andrew Knizner,668800
7912,Aaron Nola,605400,R,CH,5,49,0.10204081632653061,Andrew McCutchen,457705
7913,Aaron Nola,605400,R,CU,15,49,0.30612244897959184,Andrew McCutchen,457705
7914,Aaron Nola,605400,R,FC,6,49,0.12244897959183673,Andrew McCutchen,457705
7915,Aaron Nola,605400,R,FF,12,49,0.24489795918367346,Andrew McCutchen,457705
7916,Aaron Nola,605400,R,SI,11,49,0.22448979591836735,Andrew McCutchen,457705
7917,Aaron Nola,605400,R,CH,2,15,0.13333333333333333,Andruw Monasterio,655316
7918,Aaron Nola,605400,R,CU,5,15,0.3333333333333333,Andruw Monasterio,655316
7919,Aaron Nola,605400,R,FC,2,15,0.13333333333333333,Andruw Monasterio,655316
7920,Aaron Nola,605400,R,FF,2,15,0.13333333333333333,Andruw Monasterio,655316
7921,Aaron Nola,605400,R,SI,4,15,0.26666666666666666,Andruw Monasterio,655316
7922,Aaron Nola,605400,R,CH,1,8,0.125,Andy Ibanez,628451
7923,Aaron Nola,605400,R,CU,2,8,0.25,Andy Ibanez,628451
7924,Aaron Nola,605400,R,FF,2,8,0.25,Andy Ibanez,628451
7925,Aaron Nola,605400,R,SI,3,8,0.375,Andy Ibanez,628451
7926,Aaron Nola,605400,R,CH,2,37,0.05405405405405406,Andy Pages,681624
7927,Aaron Nola,605400,R,CU,7,37,0.1891891891891892,Andy Pages,681624
7928,Aaron Nola,605400,R,FC,2,37,0.05405405405405406,Andy Pages,681624
7929,Aaron Nola,605400,R,FF,12,37,0.32432432432432434,Andy Pages,681624
7930,Aaron Nola,605400,R,SI,14,37,0.3783783783783784,Andy Pages,681624
7931,Aaron Nola,605400,L,CH,3,7,0.42857142857142855,Angel Martinez,682657
7932,Aaron Nola,605400,L,CU,2,7,0.2857142857142857,Angel Martinez,682657
7933,Aaron Nola,605400,L,FC,1,7,0.14285714285714285,Angel Martinez,682657
7934,Aaron Nola,605400,L,FF,1,7,0.14285714285714285,Angel Martinez,682657
7935,Aaron Nola,605400,L,CH,2,9,0.2222222222222222,Anthony Rizzo,519203
7936,Aaron Nola,605400,L,CU,1,9,0.1111111111111111,Anthony Rizzo,519203
7937,Aaron Nola,605400,L,FF,5,9,0.5555555555555556,Anthony Rizzo,519203
7938,Aaron Nola,605400,L,SI,1,9,0.1111111111111111,Anthony Rizzo,519203
7939,Aaron Nola,605400,L,CU,1,3,0.3333333333333333,Anthony Seigler,678011
7940,Aaron Nola,605400,L,FF,2,3,0.6666666666666666,Anthony Seigler,678011
7941,Aaron Nola,605400,R,CH,3,20,0.15,Anthony Volpe,683011
7942,Aaron Nola,605400,R,CU,6,20,0.3,Anthony Volpe,683011
7943,Aaron Nola,605400,R,FF,2,20,0.1,Anthony Volpe,683011
7944,Aaron Nola,605400,R,SI,9,20,0.45,Anthony Volpe,683011
7945,Aaron Nola,605400,R,CH,1,12,0.08333333333333333,Aristides Aquino,606157
7946,Aaron Nola,605400,R,CU,4,12,0.3333333333333333,Aristides Aquino,606157
7947,Aaron Nola,605400,R,FC,3,12,0.25,Aristides Aquino,606157
7948,Aaron Nola,605400,R,FF,2,12,0.16666666666666666,Aristides Aquino,606157
7949,Aaron Nola,605400,R,SI,2,12,0.16666666666666666,Aristides Aquino,606157
7950,Aaron Nola,605400,R,CH,1,7,0.14285714285714285,Austin Barnes,605131
7951,Aaron Nola,605400,R,CU,2,7,0.2857142857142857,Austin Barnes,605131
7952,Aaron Nola,605400,R,SI,4,7,0.5714285714285714,Austin Barnes,605131
7953,Aaron Nola,605400,R,CH,1,8,0.125,Austin Nola,543592
7954,Aaron Nola,605400,R,CU,3,8,0.375,Austin Nola,543592
7955,Aaron Nola,605400,R,FF,3,8,0.375,Austin Nola,543592
7956,Aaron Nola,605400,R,SI,1,8,0.125,Austin Nola,543592
7957,Aaron Nola,605400,R,CH,3,126,0.023809523809523808,Austin Riley,663586
7958,Aaron Nola,605400,R,CU,39,126,0.30952380952380953,Austin Riley,663586
7959,Aaron Nola,605400,R,FC,6,126,0.047619047619047616,Austin Riley,663586
7960,Aaron Nola,605400,R,FF,37,126,0.29365079365079366,Austin Riley,663586
7961,Aaron Nola,605400,R,SI,41,126,0.3253968253968254,Austin Riley,663586
7962,Aaron Nola,605400,R,CU,5,10,0.5,Austin Romine,519222
7963,Aaron Nola,605400,R,FF,2,10,0.2,Austin Romine,519222
7964,Aaron Nola,605400,R,SI,3,10,0.3,Austin Romine,519222
7965,Aaron Nola,605400,L,CH,4,8,0.5,Austin Wells,669224
7966,Aaron Nola,605400,L,CU,2,8,0.25,Austin Wells,669224
7967,Aaron Nola,605400,L,FF,2,8,0.25,Austin Wells,669224
7968,Aaron Nola,605400,R,CH,4,30,0.13333333333333333,Avisail Garcia,541645
7969,Aaron Nola,605400,R,CU,10,30,0.3333333333333333,Avisail Garcia,541645
7970,Aaron Nola,605400,R,FC,4,30,0.13333333333333333,Avisail Garcia,541645
7971,Aaron Nola,605400,R,FF,7,30,0.23333333333333334,Avisail Garcia,541645
7972,Aaron Nola,605400,R,SI,5,30,0.16666666666666666,Avisail Garcia,541645
7973,Aaron Nola,605400,L,CH,1,22,0.045454545454545456,Ben Gamel,592325
7974,Aaron Nola,605400,L,CU,8,22,0.36363636363636365,Ben Gamel,592325
7975,Aaron Nola,605400,L,FF,10,22,0.45454545454545453,Ben Gamel,592325
7976,Aaron Nola,605400,L,SI,3,22,0.13636363636363635,Ben Gamel,592325
7977,Aaron Nola,605400,L,CH,3,10,0.3,Ben Rice,700250
7978,Aaron Nola,605400,L,CU,3,10,0.3,Ben Rice,700250
7979,Aaron Nola,605400,L,FF,3,10,0.3,Ben Rice,700250
7980,Aaron Nola,605400,L,SI,1,10,0.1,Ben Rice,700250
7981,Aaron Nola,605400,L,CH,4,11,0.36363636363636365,Billy McKinney,641856
7982,Aaron Nola,605400,L,CU,3,11,0.2727272727272727,Billy McKinney,641856
7983,Aaron Nola,605400,L,FF,2,11,0.18181818181818182,Billy McKinney,641856
7984,Aaron Nola,605400,L,SI,2,11,0.18181818181818182,Billy McKinney,641856
7985,Aaron Nola,605400,L,CH,3,20,0.15,Blake Perkins,663368
7986,Aaron Nola,605400,L,CU,9,20,0.45,Blake Perkins,663368
7987,Aaron Nola,605400,L,FC,1,20,0.05,Blake Perkins,663368
7988,Aaron Nola,605400,L,FF,7,20,0.35,Blake Perkins,663368
7989,Aaron Nola,605400,L,CH,2,10,0.2,Blake Rutherford,666164
7990,Aaron Nola,605400,L,CU,5,10,0.5,Blake Rutherford,666164
7991,Aaron Nola,605400,L,FF,2,10,0.2,Blake Rutherford,666164
7992,Aaron Nola,605400,L,SI,1,10,0.1,Blake Rutherford,666164
7993,Aaron Nola,605400,L,CH,3,12,0.25,Blake Sabol,666165
7994,Aaron Nola,605400,L,CU,7,12,0.5833333333333334,Blake Sabol,666165
7995,Aaron Nola,605400,L,FF,1,12,0.08333333333333333,Blake Sabol,666165
7996,Aaron Nola,605400,L,SI,1,12,0.08333333333333333,Blake Sabol,666165
7997,Aaron Nola,605400,R,CH,2,7,0.2857142857142857,Blaze Alexander,677942
7998,Aaron Nola,605400,R,CU,2,7,0.2857142857142857,Blaze Alexander,677942
7999,Aaron Nola,605400,R,FF,2,7,0.2857142857142857,Blaze Alexander,677942
8000,Aaron Nola,605400,R,SI,1,7,0.14285714285714285,Blaze Alexander,677942
8001,Aaron Nola,605400,L,CU,1,7,0.14285714285714285,Bligh Madris,676632
8002,Aaron Nola,605400,L,FF,6,7,0.8571428571428571,Bligh Madris,676632
8003,Aaron Nola,605400,R,CH,1,19,0.05263157894736842,Bo Bichette,666182
8004,Aaron Nola,605400,R,CU,4,19,0.21052631578947367,Bo Bichette,666182
8005,Aaron Nola,605400,R,FC,4,19,0.21052631578947367,Bo Bichette,666182
8006,Aaron Nola,605400,R,FF,6,19,0.3157894736842105,Bo Bichette,666182
8007,Aaron Nola,605400,R,SI,4,19,0.21052631578947367,Bo Bichette,666182
8008,Aaron Nola,605400,L,CH,1,11,0.09090909090909091,Bo Naylor,666310
8009,Aaron Nola,605400,L,CU,3,11,0.2727272727272727,Bo Naylor,666310
8010,Aaron Nola,605400,L,FC,2,11,0.18181818181818182,Bo Naylor,666310
8011,Aaron Nola,605400,L,FF,5,11,0.45454545454545453,Bo Naylor,666310
8012,Aaron Nola,605400,R,CH,2,26,0.07692307692307693,Bobby Witt Jr.,677951
8013,Aaron Nola,605400,R,CU,8,26,0.3076923076923077,Bobby Witt Jr.,677951
8014,Aaron Nola,605400,R,FC,1,26,0.038461538461538464,Bobby Witt Jr.,677951
8015,Aaron Nola,605400,R,FF,10,26,0.38461538461538464,Bobby Witt Jr.,677951
8016,Aaron Nola,605400,R,SI,5,26,0.19230769230769232,Bobby Witt Jr.,677951
8017,Aaron Nola,605400,L,CH,1,11,0.09090909090909091,Brad Miller,543543
8018,Aaron Nola,605400,L,CU,4,11,0.36363636363636365,Brad Miller,543543
8019,Aaron Nola,605400,L,FF,6,11,0.5454545454545454,Brad Miller,543543
8020,Aaron Nola,605400,L,CH,2,12,0.16666666666666666,Braden Shewmake,669699
8021,Aaron Nola,605400,L,CU,4,12,0.3333333333333333,Braden Shewmake,669699
8022,Aaron Nola,605400,L,FC,1,12,0.08333333333333333,Braden Shewmake,669699
8023,Aaron Nola,605400,L,FF,5,12,0.4166666666666667,Braden Shewmake,669699
8024,Aaron Nola,605400,R,CU,6,10,0.6,Brady House,691781
8025,Aaron Nola,605400,R,FC,1,10,0.1,Brady House,691781
8026,Aaron Nola,605400,R,FF,2,10,0.2,Brady House,691781
8027,Aaron Nola,605400,R,SI,1,10,0.1,Brady House,691781
8028,Aaron Nola,605400,L,CH,8,32,0.25,Brandon Belt,474832
8029,Aaron Nola,605400,L,CU,8,32,0.25,Brandon Belt,474832
8030,Aaron Nola,605400,L,FC,1,32,0.03125,Brandon Belt,474832
8031,Aaron Nola,605400,L,FF,12,32,0.375,Brandon Belt,474832
8032,Aaron Nola,605400,L,SI,3,32,0.09375,Brandon Belt,474832
8033,Aaron Nola,605400,L,CH,7,25,0.28,Brandon Crawford,543063
8034,Aaron Nola,605400,L,CU,6,25,0.24,Brandon Crawford,543063
8035,Aaron Nola,605400,L,FC,2,25,0.08,Brandon Crawford,543063
8036,Aaron Nola,605400,L,FF,6,25,0.24,Brandon Crawford,543063
8037,Aaron Nola,605400,L,SI,4,25,0.16,Brandon Crawford,543063
8038,Aaron Nola,605400,L,CH,3,16,0.1875,Brandon Lowe,664040
8039,Aaron Nola,605400,L,CU,7,16,0.4375,Brandon Lowe,664040
8040,Aaron Nola,605400,L,FF,1,16,0.0625,Brandon Lowe,664040
8041,Aaron Nola,605400,L,SI,5,16,0.3125,Brandon Lowe,664040
8042,Aaron Nola,605400,L,CH,24,149,0.1610738255033557,Brandon Nimmo,607043
8043,Aaron Nola,605400,L,CU,30,149,0.20134228187919462,Brandon Nimmo,607043
8044,Aaron Nola,605400,L,FC,6,149,0.040268456375838924,Brandon Nimmo,607043
8045,Aaron Nola,605400,L,FF,52,149,0.348993288590604,Brandon Nimmo,607043
8046,Aaron Nola,605400,L,SI,37,149,0.2483221476510067,Brandon Nimmo,607043
8047,Aaron Nola,605400,L,CH,3,46,0.06521739130434782,Brendan Donovan,680977
8048,Aaron Nola,605400,L,CU,15,46,0.32608695652173914,Brendan Donovan,680977
8049,Aaron Nola,605400,L,FC,3,46,0.06521739130434782,Brendan Donovan,680977
8050,Aaron Nola,605400,L,FF,17,46,0.3695652173913043,Brendan Donovan,680977
8051,Aaron Nola,605400,L,SI,8,46,0.17391304347826086,Brendan Donovan,680977
8052,Aaron Nola,605400,R,CH,1,24,0.041666666666666664,Brendan Rodgers,663898
8053,Aaron Nola,605400,R,CU,8,24,0.3333333333333333,Brendan Rodgers,663898
8054,Aaron Nola,605400,R,FC,3,24,0.125,Brendan Rodgers,663898
8055,Aaron Nola,605400,R,FF,4,24,0.16666666666666666,Brendan Rodgers,663898
8056,Aaron Nola,605400,R,SI,8,24,0.3333333333333333,Brendan Rodgers,663898
8057,Aaron Nola,605400,R,CU,10,33,0.30303030303030304,Brenton Doyle,686668
8058,Aaron Nola,605400,R,FC,6,33,0.18181818181818182,Brenton Doyle,686668
8059,Aaron Nola,605400,R,FF,10,33,0.30303030303030304,Brenton Doyle,686668
8060,Aaron Nola,605400,R,SI,7,33,0.21212121212121213,Brenton Doyle,686668
8061,Aaron Nola,605400,L,CH,13,53,0.24528301886792453,Brett Baty,683146
8062,Aaron Nola,605400,L,CU,17,53,0.32075471698113206,Brett Baty,683146
8063,Aaron Nola,605400,L,FC,3,53,0.05660377358490566,Brett Baty,683146
8064,Aaron Nola,605400,L,FF,15,53,0.2830188679245283,Brett Baty,683146
8065,Aaron Nola,605400,L,SI,5,53,0.09433962264150944,Brett Baty,683146
8066,Aaron Nola,605400,R,CH,9,33,0.2727272727272727,Brian Anderson,605119
8067,Aaron Nola,605400,R,CU,5,33,0.15151515151515152,Brian Anderson,605119
8068,Aaron Nola,605400,R,FC,4,33,0.12121212121212122,Brian Anderson,605119
8069,Aaron Nola,605400,R,FF,10,33,0.30303030303030304,Brian Anderson,605119
8070,Aaron Nola,605400,R,SI,5,33,0.15151515151515152,Brian Anderson,605119
8071,Aaron Nola,605400,L,CH,8,53,0.1509433962264151,Brice Turang,668930
8072,Aaron Nola,605400,L,CU,15,53,0.2830188679245283,Brice Turang,668930
8073,Aaron Nola,605400,L,FC,1,53,0.018867924528301886,Brice Turang,668930
8074,Aaron Nola,605400,L,FF,21,53,0.39622641509433965,Brice Turang,668930
8075,Aaron Nola,605400,L,SI,8,53,0.1509433962264151,Brice Turang,668930
8076,Aaron Nola,605400,L,CH,5,20,0.25,Brooks Lee,686797
8077,Aaron Nola,605400,L,CU,7,20,0.35,Brooks Lee,686797
8078,Aaron Nola,605400,L,FF,8,20,0.4,Brooks Lee,686797
8079,Aaron Nola,605400,R,CH,9,65,0.13846153846153847,Bryan De La Cruz,650559
8080,Aaron Nola,605400,R,CU,19,65,0.2923076923076923,Bryan De La Cruz,650559
8081,Aaron Nola,605400,R,FC,5,65,0.07692307692307693,Bryan De La Cruz,650559
8082,Aaron Nola,605400,R,FF,21,65,0.3230769230769231,Bryan De La Cruz,650559
8083,Aaron Nola,605400,R,SI,11,65,0.16923076923076924,Bryan De La Cruz,650559
8084,Aaron Nola,605400,L,CH,11,44,0.25,Bryan Reynolds,668804
8085,Aaron Nola,605400,L,CU,13,44,0.29545454545454547,Bryan Reynolds,668804
8086,Aaron Nola,605400,L,FF,14,44,0.3181818181818182,Bryan Reynolds,668804
8087,Aaron Nola,605400,L,SI,6,44,0.13636363636363635,Bryan Reynolds,668804
8088,Aaron Nola,605400,R,CH,6,24,0.25,Byron Buxton,621439
8089,Aaron Nola,605400,R,CU,5,24,0.20833333333333334,Byron Buxton,621439
8090,Aaron Nola,605400,R,FC,2,24,0.08333333333333333,Byron Buxton,621439
8091,Aaron Nola,605400,R,FF,1,24,0.041666666666666664,Byron Buxton,621439
8092,Aaron Nola,605400,R,SI,10,24,0.4166666666666667,Byron Buxton,621439
8093,Aaron Nola,605400,L,CH,12,85,0.1411764705882353,C.J. Abrams,682928
8094,Aaron Nola,605400,L,CU,26,85,0.3058823529411765,C.J. Abrams,682928
8095,Aaron Nola,605400,L,FC,5,85,0.058823529411764705,C.J. Abrams,682928
8096,Aaron Nola,605400,L,FF,34,85,0.4,C.J. Abrams,682928
8097,Aaron Nola,605400,L,SI,8,85,0.09411764705882353,C.J. Abrams,682928
8098,Aaron Nola,605400,R,CH,1,29,0.034482758620689655,C.J. Cron,543068
8099,Aaron Nola,605400,R,CU,7,29,0.2413793103448276,C.J. Cron,543068
8100,Aaron Nola,605400,R,FC,5,29,0.1724137931034483,C.J. Cron,543068
8101,Aaron Nola,605400,R,FF,6,29,0.20689655172413793,C.J. Cron,543068
8102,Aaron Nola,605400,R,SI,10,29,0.3448275862068966,C.J. Cron,543068
8103,Aaron Nola,605400,L,CH,4,12,0.3333333333333333,Cal Mitchell,668751
8104,Aaron Nola,605400,L,CU,3,12,0.25,Cal Mitchell,668751
8105,Aaron Nola,605400,L,FF,2,12,0.16666666666666666,Cal Mitchell,668751
8106,Aaron Nola,605400,L,SI,3,12,0.25,Cal Mitchell,668751
8107,Aaron Nola,605400,R,CU,2,5,0.4,Cam Gallagher,595956
8108,Aaron Nola,605400,R,FF,1,5,0.2,Cam Gallagher,595956
8109,Aaron Nola,605400,R,SI,2,5,0.4,Cam Gallagher,595956
8110,Aaron Nola,605400,L,CH,4,36,0.1111111111111111,Carlos Santana,467793
8111,Aaron Nola,605400,L,CU,9,36,0.25,Carlos Santana,467793
8112,Aaron Nola,605400,L,FC,4,36,0.1111111111111111,Carlos Santana,467793
8113,Aaron Nola,605400,L,FF,17,36,0.4722222222222222,Carlos Santana,467793
8114,Aaron Nola,605400,L,SI,2,36,0.05555555555555555,Carlos Santana,467793
8115,Aaron Nola,605400,R,CU,6,20,0.3,Carson Kelly,608348
8116,Aaron Nola,605400,R,FC,3,20,0.15,Carson Kelly,608348
8117,Aaron Nola,605400,R,FF,5,20,0.25,Carson Kelly,608348
8118,Aaron Nola,605400,R,SI,6,20,0.3,Carson Kelly,608348
8119,Aaron Nola,605400,L,CH,3,7,0.42857142857142855,Carter Jensen,695600
8120,Aaron Nola,605400,L,CU,1,7,0.14285714285714285,Carter Jensen,695600
8121,Aaron Nola,605400,L,FF,2,7,0.2857142857142857,Carter Jensen,695600
8122,Aaron Nola,605400,L,SI,1,7,0.14285714285714285,Carter Jensen,695600
8123,Aaron Nola,605400,R,CU,3,7,0.42857142857142855,Casey Schmitt,669477
8124,Aaron Nola,605400,R,FF,4,7,0.5714285714285714,Casey Schmitt,669477
8125,Aaron Nola,605400,L,CU,1,6,0.16666666666666666,Cavan Biggio,624415
8126,Aaron Nola,605400,L,FF,3,6,0.5,Cavan Biggio,624415
8127,Aaron Nola,605400,L,SI,2,6,0.3333333333333333,Cavan Biggio,624415
8128,Aaron Nola,605400,R,CU,3,10,0.3,Ceddanne Rafaela,678882
8129,Aaron Nola,605400,R,FC,3,10,0.3,Ceddanne Rafaela,678882
8130,Aaron Nola,605400,R,FF,1,10,0.1,Ceddanne Rafaela,678882
8131,Aaron Nola,605400,R,SI,3,10,0.3,Ceddanne Rafaela,678882
8132,Aaron Nola,605400,L,CH,1,6,0.16666666666666666,Cedric Mullins II,656775
8133,Aaron Nola,605400,L,CU,1,6,0.16666666666666666,Cedric Mullins II,656775
8134,Aaron Nola,605400,L,FF,3,6,0.5,Cedric Mullins II,656775
8135,Aaron Nola,605400,L,SI,1,6,0.16666666666666666,Cedric Mullins II,656775
8136,Aaron Nola,605400,L,CH,12,45,0.26666666666666666,Cesar Hernandez,514917
8137,Aaron Nola,605400,L,CU,8,45,0.17777777777777778,Cesar Hernandez,514917
8138,Aaron Nola,605400,L,FC,3,45,0.06666666666666667,Cesar Hernandez,514917
8139,Aaron Nola,605400,L,FF,16,45,0.35555555555555557,Cesar Hernandez,514917
8140,Aaron Nola,605400,L,SI,6,45,0.13333333333333333,Cesar Hernandez,514917
8141,Aaron Nola,605400,R,CH,3,6,0.5,Chad Pinder,640461
8142,Aaron Nola,605400,R,FF,2,6,0.3333333333333333,Chad Pinder,640461
8143,Aaron Nola,605400,R,SI,1,6,0.16666666666666666,Chad Pinder,640461
8144,Aaron Nola,605400,L,CH,12,44,0.2727272727272727,Charlie Blackmon,453568
8145,Aaron Nola,605400,L,CU,12,44,0.2727272727272727,Charlie Blackmon,453568
8146,Aaron Nola,605400,L,FC,1,44,0.022727272727272728,Charlie Blackmon,453568
8147,Aaron Nola,605400,L,FF,16,44,0.36363636363636365,Charlie Blackmon,453568
8148,Aaron Nola,605400,L,SI,3,44,0.06818181818181818,Charlie Blackmon,453568
8149,Aaron Nola,605400,R,CH,15,66,0.22727272727272727,Chris Taylor,621035
8150,Aaron Nola,605400,R,CU,20,66,0.30303030303030304,Chris Taylor,621035
8151,Aaron Nola,605400,R,FC,1,66,0.015151515151515152,Chris Taylor,621035
8152,Aaron Nola,605400,R,FF,24,66,0.36363636363636365,Chris Taylor,621035
8153,Aaron Nola,605400,R,SI,6,66,0.09090909090909091,Chris Taylor,621035
8154,Aaron Nola,605400,R,CH,1,19,0.05263157894736842,Christian Bethancourt,542194
8155,Aaron Nola,605400,R,CU,10,19,0.5263157894736842,Christian Bethancourt,542194
8156,Aaron Nola,605400,R,FC,1,19,0.05263157894736842,Christian Bethancourt,542194
8157,Aaron Nola,605400,R,FF,5,19,0.2631578947368421,Christian Bethancourt,542194
8158,Aaron Nola,605400,R,SI,2,19,0.10526315789473684,Christian Bethancourt,542194
8159,Aaron Nola,605400,R,FC,1,3,0.3333333333333333,Christian Koss,683766
8160,Aaron Nola,605400,R,FF,1,3,0.3333333333333333,Christian Koss,683766
8161,Aaron Nola,605400,R,SI,1,3,0.3333333333333333,Christian Koss,683766
8162,Aaron Nola,605400,R,CH,1,3,0.3333333333333333,Christian Vazquez,543877
8163,Aaron Nola,605400,R,FF,1,3,0.3333333333333333,Christian Vazquez,543877
8164,Aaron Nola,605400,R,SI,1,3,0.3333333333333333,Christian Vazquez,543877
8165,Aaron Nola,605400,R,CH,1,27,0.037037037037037035,Christian Walker,572233
8166,Aaron Nola,605400,R,CU,10,27,0.37037037037037035,Christian Walker,572233
8167,Aaron Nola,605400,R,FC,5,27,0.18518518518518517,Christian Walker,572233
