,Player,HID,p_throws,batter,pitch_type,AB,H,AVG,SwStr%,wOBA,OPS,ISO,EV,Air Hard%,BIP,Brl%,Hard%,GB%,LD%,FB%,K%,BB%,1B,2B,3B,HR,Game,Team,Opp
0,Josh Palacios,641943,R,641943,CH,44.0,10.0,0.227,0.157,0.28310638297872337,0.657,0.159,82.1275,0.636,40,0.075,0.325,0.675,0.075,0.2,0.104,0.062,6,2,1,1,CWS@MIN,CWS,MIN
1,Josh Palacios,641943,R,641943,CU,23.0,6.0,0.261,0.211,0.32469565217391305,0.783,0.261,90.36842105263158,0.444,19,0.053,0.421,0.526,0.211,0.263,0.174,0.0,2,3,0,1,CWS@MIN,CWS,MIN
3,Josh Palacios,641943,R,641943,FF,88.0,21.0,0.239,0.105,0.2653894736842105,0.599,0.068,92.86619718309859,0.526,71,0.085,0.535,0.408,0.282,0.254,0.188,0.052,19,0,0,2,CWS@MIN,CWS,MIN
6,Josh Palacios,641943,R,641943,SL,28.0,8.0,0.286,0.199,0.3613870967741935,0.855,0.21400000000000002,95.43809523809524,0.571,21,0.048,0.524,0.571,0.143,0.19,0.226,0.097,5,1,1,1,CWS@MIN,CWS,MIN
9,Luis Robert,673357,R,673357,CH,55.0,9.0,0.164,0.251,0.2627241379310345,0.625,0.254,91.17692307692307,0.462,26,0.115,0.423,0.346,0.308,0.192,0.5,0.034,3,2,0,4,CWS@MIN,CWS,MIN
10,Luis Robert,673357,R,673357,CU,34.0,8.0,0.235,0.205,0.3684166666666666,0.888,0.383,89.38260869565218,0.615,23,0.174,0.435,0.261,0.304,0.261,0.324,0.054,3,1,0,4,CWS@MIN,CWS,MIN
12,Luis Robert,673357,R,673357,FF,176.0,50.0,0.284,0.197,0.3941010638297872,0.939,0.335,93.80344827586208,0.699,116,0.233,0.621,0.207,0.319,0.397,0.32,0.046,21,14,0,15,CWS@MIN,CWS,MIN
15,Luis Robert,673357,R,673357,SL,199.0,47.0,0.236,0.238,0.29554634146341463,0.706,0.21100000000000002,88.84307692307692,0.493,130,0.146,0.385,0.354,0.208,0.323,0.337,0.029,28,7,1,11,CWS@MIN,CWS,MIN
18,Andrew Benintendi,643217,R,643217,CH,145.0,36.0,0.248,0.115,0.26941610738255034,0.631,0.118,84.00725806451612,0.242,124,0.016,0.202,0.484,0.274,0.226,0.152,0.026,24,9,1,2,CWS@MIN,CWS,MIN
19,Andrew Benintendi,643217,R,643217,CU,85.0,24.0,0.282,0.06,0.2787586206896552,0.652,0.07100000000000001,83.63896103896104,0.186,77,0.026,0.156,0.351,0.338,0.221,0.092,0.023,20,3,0,1,CWS@MIN,CWS,MIN
22,Andrew Benintendi,643217,R,643217,FF,286.0,66.0,0.231,0.096,0.3015047021943574,0.69,0.15,89.72542372881357,0.475,236,0.076,0.39,0.331,0.242,0.356,0.159,0.1,41,16,0,9,CWS@MIN,CWS,MIN
25,Andrew Benintendi,643217,R,643217,SL,93.0,25.0,0.269,0.125,0.32106060606060605,0.751,0.172,87.97260273972603,0.413,73,0.096,0.384,0.301,0.233,0.397,0.21,0.06,15,7,0,3,CWS@MIN,CWS,MIN
28,Andrew Vaughn,683734,R,683734,CH,72.0,14.0,0.194,0.164,0.28597402597402594,0.678,0.237,89.49574468085106,0.55,47,0.128,0.489,0.532,0.213,0.213,0.325,0.052,6,3,1,4,CWS@MIN,CWS,MIN
29,Andrew Vaughn,683734,R,683734,CU,64.0,11.0,0.172,0.139,0.20835294117647057,0.471,0.07800000000000001,85.7125,0.389,40,0.025,0.325,0.55,0.175,0.275,0.353,0.044,8,2,0,1,CWS@MIN,CWS,MIN
31,Andrew Vaughn,683734,R,683734,FF,205.0,57.0,0.278,0.069,0.3673086956521739,0.86,0.22899999999999998,94.4298780487805,0.638,164,0.171,0.561,0.299,0.305,0.335,0.185,0.095,34,11,0,12,CWS@MIN,CWS,MIN
34,Andrew Vaughn,683734,R,683734,SL,195.0,48.0,0.246,0.147,0.28032038834951456,0.65,0.118,88.23819444444445,0.425,144,0.069,0.354,0.375,0.278,0.229,0.248,0.044,31,14,0,3,CWS@MIN,CWS,MIN
37,Edgar Quero,700337,R,700337,CH,4.0,3.0,0.75,0.083,0.6524,1.55,0.0,96.43333333333334,0.333,3,0.0,0.333,0.0,1.0,0.0,0.2,0.2,3,0,0,0,CWS@MIN,CWS,MIN
38,Edgar Quero,700337,R,700337,CU,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,CWS@MIN,CWS,MIN
40,Edgar Quero,700337,R,700337,FF,4.0,1.0,0.25,0.0,0.38899999999999996,0.9,0.25,79.97500000000001,0.0,4,0.0,0.25,0.75,0.25,0.0,0.0,0.2,0,1,0,0,CWS@MIN,CWS,MIN
42,Edgar Quero,700337,R,700337,SL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,CWS@MIN,CWS,MIN
44,Lenyn Sosa,672820,R,672820,CH,13.0,4.0,0.308,0.115,0.3669411764705882,0.779,0.0,85.38,1.0,10,0.0,0.7,0.7,0.3,0.0,0.176,0.176,4,0,0,0,CWS@MIN,CWS,MIN
46,Lenyn Sosa,672820,R,672820,CU,19.0,3.0,0.158,0.143,0.1631,0.358,0.0,85.43846153846154,0.429,13,0.154,0.308,0.308,0.308,0.231,0.3,0.05,3,0,0,0,CWS@MIN,CWS,MIN
48,Lenyn Sosa,672820,R,672820,FF,102.0,19.0,0.186,0.138,0.21541904761904762,0.5,0.10799999999999998,91.08260869565217,0.587,69,0.087,0.493,0.261,0.377,0.29,0.327,0.028,12,5,0,2,CWS@MIN,CWS,MIN
51,Lenyn Sosa,672820,R,672820,SL,78.0,8.0,0.103,0.169,0.10535443037974684,0.24,0.02500000000000001,82.36333333333333,0.259,60,0.017,0.233,0.483,0.233,0.217,0.238,0.012,6,2,0,0,CWS@MIN,CWS,MIN
54,Miguel Vargas,678246,R,678246,CH,15.0,1.0,0.067,0.105,0.057,0.13,0.0,74.99,0.5,10,0.0,0.4,0.6,0.4,0.0,0.375,0.0,1,0,0,0,CWS@MIN,CWS,MIN
55,Miguel Vargas,678246,R,678246,CU,21.0,6.0,0.286,0.06,0.3819166666666666,0.899,0.23800000000000004,88.96666666666667,0.333,15,0.0,0.333,0.133,0.333,0.467,0.25,0.125,3,2,0,1,CWS@MIN,CWS,MIN
58,Miguel Vargas,678246,R,678246,FF,122.0,16.0,0.131,0.133,0.25798675496688744,0.534,0.10699999999999998,91.01351351351352,0.446,74,0.081,0.392,0.122,0.23,0.527,0.322,0.178,8,5,1,2,CWS@MIN,CWS,MIN
62,Miguel Vargas,678246,R,678246,SL,54.0,10.0,0.185,0.083,0.22633928571428572,0.522,0.13,83.67857142857143,0.263,42,0.024,0.167,0.476,0.143,0.31,0.241,0.034,5,4,0,1,CWS@MIN,CWS,MIN
65,Michael A. Taylor,572191,R,572191,CH,19.0,2.0,0.105,0.228,0.20299999999999999,0.453,0.15800000000000003,81.875,0.25,8,0.125,0.125,0.5,0.25,0.25,0.524,0.095,1,0,0,1,CWS@MIN,CWS,MIN
66,Michael A. Taylor,572191,R,572191,CU,35.0,4.0,0.114,0.227,0.14581578947368423,0.298,0.0,87.67777777777778,0.667,18,0.0,0.389,0.611,0.167,0.167,0.447,0.053,4,0,0,0,CWS@MIN,CWS,MIN
69,Michael A. Taylor,572191,R,572191,FF,117.0,21.0,0.179,0.145,0.2913282442748092,0.673,0.23099999999999998,89.23698630136987,0.63,73,0.205,0.534,0.301,0.233,0.397,0.346,0.105,10,3,0,8,CWS@MIN,CWS,MIN
72,Michael A. Taylor,572191,R,572191,SL,121.0,24.0,0.198,0.211,0.1980322580645161,0.449,0.04199999999999998,80.58701298701298,0.394,77,0.065,0.325,0.506,0.221,0.208,0.38,0.023,21,2,0,1,CWS@MIN,CWS,MIN
74,Bobby Dalbec,666915,R,666915,CH,5.0,0.0,0.0,0.148,0.11616666666666665,0.167,0.0,94.7,0.0,1,0.0,0.0,1.0,0.0,0.0,0.667,0.167,0,0,0,0,CWS@MIN,CWS,MIN
75,Bobby Dalbec,666915,R,666915,CU,5.0,1.0,0.2,0.125,0.25866666666666666,0.533,0.0,82.8,1.0,3,0.0,0.667,0.667,0.333,0.0,0.333,0.167,1,0,0,0,CWS@MIN,CWS,MIN
78,Bobby Dalbec,666915,R,666915,FF,24.0,2.0,0.083,0.248,0.18370370370370367,0.387,0.12499999999999999,85.46000000000001,0.6,10,0.0,0.5,0.4,0.0,0.5,0.536,0.107,1,0,0,1,CWS@MIN,CWS,MIN
81,Bobby Dalbec,666915,R,666915,SL,19.0,3.0,0.158,0.247,0.2624285714285714,0.606,0.21,93.61111111111111,0.714,9,0.222,0.667,0.222,0.111,0.667,0.476,0.095,1,1,0,1,CWS@MIN,CWS,MIN
0,Edouard Julien,666397,R,666397,CH,97.0,20.0,0.206,0.16,0.23609803921568626,0.544,0.093,85.75909090909092,0.571,66,0.121,0.364,0.576,0.197,0.227,0.304,0.049,15,3,0,2,CWS@MIN,MIN,CWS
1,Edouard Julien,666397,R,666397,CU,48.0,5.0,0.104,0.13,0.20957627118644068,0.392,0.021000000000000005,86.78947368421052,0.778,19,0.158,0.421,0.526,0.368,0.105,0.5,0.167,4,1,0,0,CWS@MIN,MIN,CWS
3,Edouard Julien,666397,R,666397,FF,197.0,61.0,0.31,0.078,0.43509426229508197,1.028,0.27899999999999997,91.05140845070422,0.596,142,0.141,0.493,0.366,0.275,0.352,0.232,0.191,37,8,1,15,CWS@MIN,MIN,CWS
7,Edouard Julien,666397,R,666397,SI,77.0,19.0,0.247,0.07,0.29370238095238094,0.674,0.11699999999999999,91.47222222222223,0.613,54,0.13,0.481,0.426,0.315,0.259,0.274,0.071,12,6,0,1,CWS@MIN,MIN,CWS
8,Edouard Julien,666397,R,666397,SL,73.0,15.0,0.205,0.127,0.28572289156626507,0.636,0.13700000000000004,88.405,0.6,40,0.125,0.45,0.5,0.2,0.3,0.412,0.106,9,4,0,2,CWS@MIN,MIN,CWS
11,Byron Buxton,621439,R,621439,CH,39.0,4.0,0.103,0.238,0.19220454545454546,0.41,0.102,85.16875,0.444,16,0.125,0.375,0.312,0.188,0.375,0.523,0.114,2,1,0,1,CWS@MIN,MIN,CWS
12,Byron Buxton,621439,R,621439,CU,41.0,7.0,0.171,0.183,0.2648043478260869,0.596,0.17,83.73200000000001,0.556,25,0.08,0.28,0.44,0.12,0.24,0.362,0.106,4,1,0,2,CWS@MIN,MIN,CWS
14,Byron Buxton,621439,R,621439,FF,154.0,45.0,0.292,0.127,0.41112,0.975,0.312,96.87142857142858,0.69,112,0.214,0.634,0.277,0.241,0.393,0.253,0.079,21,12,0,12,CWS@MIN,MIN,CWS
16,Byron Buxton,621439,R,621439,SI,108.0,30.0,0.278,0.114,0.3684297520661157,0.864,0.23099999999999998,89.46,0.682,90,0.122,0.5,0.389,0.256,0.233,0.149,0.05,16,8,1,5,CWS@MIN,MIN,CWS
17,Byron Buxton,621439,R,621439,SL,122.0,29.0,0.238,0.225,0.31678294573643406,0.754,0.237,90.26025641025642,0.49,78,0.128,0.41,0.295,0.308,0.321,0.341,0.054,15,6,1,7,CWS@MIN,MIN,CWS
20,Luke Keaschall,807712,R,807712,CH,5.0,2.0,0.4,0.222,0.4206,1.0,0.19999999999999996,98.55,0.5,4,0.0,0.75,0.5,0.5,0.0,0.2,0.0,1,1,0,0,CWS@MIN,MIN,CWS
21,Luke Keaschall,807712,R,807712,CU,2.0,0.0,0.0,0.1,0.0,0.0,0.0,95.85,0.5,2,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0,0,0,0,CWS@MIN,MIN,CWS
23,Luke Keaschall,807712,R,807712,FF,1.0,0.0,0.0,0.0,0.4646666666666666,0.667,0.0,88.3,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0,0,0,0,CWS@MIN,MIN,CWS
24,Luke Keaschall,807712,R,807712,SI,0.0,0.0,0.0,0.0,0.697,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,CWS@MIN,MIN,CWS
25,Luke Keaschall,807712,R,807712,SL,4.0,3.0,0.75,0.0,0.7395,1.75,0.25,81.6,0.0,4,0.0,0.25,0.5,0.25,0.25,0.0,0.0,2,1,0,0,CWS@MIN,MIN,CWS
27,Trevor Larnach,663616,R,663616,CH,92.0,19.0,0.207,0.182,0.2617623762376238,0.582,0.10800000000000001,85.40657894736842,0.289,76,0.039,0.25,0.447,0.224,0.276,0.181,0.076,13,4,0,2,CWS@MIN,MIN,CWS
28,Trevor Larnach,663616,R,663616,CU,48.0,10.0,0.208,0.133,0.26180392156862736,0.609,0.146,88.82916666666667,0.467,24,0.042,0.417,0.333,0.25,0.375,0.471,0.059,7,1,0,2,CWS@MIN,MIN,CWS
30,Trevor Larnach,663616,R,663616,FF,176.0,42.0,0.239,0.078,0.3348905472636816,0.773,0.20400000000000001,93.02465753424657,0.549,146,0.13,0.486,0.39,0.226,0.336,0.158,0.118,26,6,0,10,CWS@MIN,MIN,CWS
33,Trevor Larnach,663616,R,663616,SI,54.0,22.0,0.407,0.06,0.4459565217391305,1.017,0.07400000000000001,94.08222222222221,0.688,45,0.044,0.533,0.644,0.2,0.156,0.13,0.217,19,2,1,0,CWS@MIN,MIN,CWS
34,Trevor Larnach,663616,R,663616,SL,77.0,14.0,0.182,0.189,0.28811627906976744,0.67,0.22100000000000003,93.11,0.692,40,0.15,0.5,0.3,0.275,0.375,0.43,0.105,6,3,1,4,CWS@MIN,MIN,CWS
37,Carlos Correa,621043,R,621043,CH,38.0,9.0,0.237,0.114,0.3322272727272727,0.762,0.184,88.01304347826087,0.5,23,0.087,0.304,0.391,0.217,0.217,0.341,0.114,6,1,0,2,CWS@MIN,MIN,CWS
38,Carlos Correa,621043,R,621043,CU,38.0,12.0,0.316,0.199,0.4540526315789473,1.105,0.47300000000000003,95.95652173913044,0.846,23,0.348,0.565,0.391,0.391,0.174,0.395,0.0,2,6,0,4,CWS@MIN,MIN,CWS
40,Carlos Correa,621043,R,621043,FF,185.0,42.0,0.227,0.084,0.29208737864077666,0.668,0.13499999999999998,91.57835820895522,0.606,134,0.134,0.537,0.388,0.299,0.231,0.248,0.097,29,6,2,5,CWS@MIN,MIN,CWS
43,Carlos Correa,621043,R,621043,SI,152.0,39.0,0.257,0.039,0.3388586956521739,0.754,0.11099999999999999,86.45109489051094,0.469,137,0.058,0.401,0.591,0.197,0.161,0.082,0.163,26,11,0,2,CWS@MIN,MIN,CWS
44,Carlos Correa,621043,R,621043,SL,170.0,48.0,0.282,0.148,0.32886740331491715,0.771,0.16500000000000004,88.90620155038759,0.552,129,0.047,0.419,0.488,0.279,0.171,0.231,0.06,33,8,1,6,CWS@MIN,MIN,CWS
47,Ty France,664034,R,664034,CH,43.0,10.0,0.233,0.118,0.3167735849056603,0.672,0.06899999999999998,86.0625,0.571,32,0.031,0.375,0.5,0.156,0.281,0.222,0.13,7,3,0,0,CWS@MIN,MIN,CWS
48,Ty France,664034,R,664034,CU,52.0,17.0,0.327,0.131,0.35917857142857146,0.837,0.135,85.70975609756097,0.556,41,0.073,0.366,0.537,0.244,0.195,0.196,0.036,12,4,0,1,CWS@MIN,MIN,CWS
50,Ty France,664034,R,664034,FF,237.0,55.0,0.232,0.101,0.3253109540636042,0.723,0.13499999999999998,89.36923076923077,0.531,182,0.071,0.429,0.341,0.264,0.275,0.197,0.099,37,11,0,7,CWS@MIN,MIN,CWS
54,Ty France,664034,R,664034,SI,204.0,53.0,0.26,0.065,0.3146271929824561,0.713,0.11699999999999999,85.08369565217392,0.383,184,0.038,0.332,0.62,0.196,0.13,0.092,0.052,39,9,0,5,CWS@MIN,MIN,CWS
55,Ty France,664034,R,664034,SL,190.0,39.0,0.205,0.153,0.2599320388349515,0.592,0.12100000000000002,87.28513513513514,0.462,148,0.101,0.385,0.405,0.176,0.365,0.208,0.063,24,11,0,4,CWS@MIN,MIN,CWS
58,Brooks Lee,686797,R,686797,CH,20.0,4.0,0.2,0.141,0.22665000000000002,0.55,0.14999999999999997,82.535,0.143,20,0.05,0.1,0.65,0.2,0.15,0.0,0.0,2,1,1,0,CWS@MIN,MIN,CWS
59,Brooks Lee,686797,R,686797,CU,6.0,2.0,0.333,0.111,0.5094285714285715,1.262,0.49999999999999994,78.58,0.333,5,0.2,0.2,0.2,0.4,0.2,0.143,0.143,1,0,0,1,CWS@MIN,MIN,CWS
61,Brooks Lee,686797,R,686797,FF,50.0,11.0,0.22,0.07,0.27033928571428567,0.604,0.07999999999999999,89.11428571428571,0.375,42,0.048,0.31,0.333,0.31,0.262,0.143,0.107,9,1,0,1,CWS@MIN,MIN,CWS
63,Brooks Lee,686797,R,686797,SI,20.0,3.0,0.15,0.09,0.19781818181818184,0.427,0.05000000000000002,80.9388888888889,0.444,18,0.056,0.333,0.444,0.222,0.278,0.091,0.091,2,1,0,0,CWS@MIN,MIN,CWS
64,Brooks Lee,686797,R,686797,SL,22.0,4.0,0.182,0.16,0.19608695652173913,0.444,0.04500000000000001,80.5,0.25,18,0.056,0.167,0.389,0.222,0.222,0.174,0.043,3,1,0,0,CWS@MIN,MIN,CWS
67,DaShawn Keirsey Jr.,680577,R,680577,CH,4.0,0.0,0.0,0.357,0.0,0.0,0.0,84.15,0.0,2,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0,0,0,0,CWS@MIN,MIN,CWS
68,DaShawn Keirsey Jr.,680577,R,680577,CU,0.0,0.0,0.0,0.0,0.727,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,CWS@MIN,MIN,CWS
70,DaShawn Keirsey Jr.,680577,R,680577,FF,13.0,3.0,0.231,0.0,0.28646153846153843,0.693,0.231,87.53846153846153,0.5,13,0.154,0.462,0.538,0.077,0.231,0.0,0.0,2,0,0,1,CWS@MIN,MIN,CWS
71,DaShawn Keirsey Jr.,680577,R,680577,SI,2.0,0.0,0.0,0.143,0.0,0.0,0.0,79.4,0.0,1,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0,0,0,0,CWS@MIN,MIN,CWS
72,DaShawn Keirsey Jr.,680577,R,680577,SL,2.0,1.0,0.5,0.091,0.4275,1.0,0.0,81.15,0.0,2,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1,0,0,0,CWS@MIN,MIN,CWS
73,Christian Vazquez,543877,R,543877,CH,12.0,2.0,0.167,0.109,0.1425,0.334,0.0,89.31818181818181,0.2,11,0.0,0.273,0.545,0.364,0.091,0.083,0.0,2,0,0,0,CWS@MIN,MIN,CWS
74,Christian Vazquez,543877,R,543877,CU,35.0,3.0,0.086,0.115,0.11762162162162162,0.249,0.02800000000000001,82.16666666666667,0.286,27,0.0,0.185,0.444,0.259,0.259,0.216,0.054,2,1,0,0,CWS@MIN,MIN,CWS
76,Christian Vazquez,543877,R,543877,FF,139.0,33.0,0.237,0.118,0.28644155844155844,0.64,0.10100000000000003,88.41509433962264,0.483,106,0.047,0.396,0.387,0.255,0.292,0.239,0.094,25,5,0,3,CWS@MIN,MIN,CWS
79,Christian Vazquez,543877,R,543877,SI,97.0,28.0,0.289,0.057,0.30384761904761903,0.684,0.062,84.97045454545454,0.378,88,0.045,0.318,0.466,0.261,0.25,0.111,0.065,22,6,0,0,CWS@MIN,MIN,CWS
80,Christian Vazquez,543877,R,543877,SL,110.0,20.0,0.182,0.165,0.20700862068965514,0.465,0.063,84.60116279069767,0.4,86,0.012,0.314,0.593,0.116,0.233,0.22,0.051,15,4,0,1,CWS@MIN,MIN,CWS
0,Dylan Moore,664238,L,664238,CH,38.0,13.0,0.342,0.103,0.4169756097560975,0.977,0.26299999999999996,84.43125,0.562,32,0.094,0.312,0.438,0.25,0.25,0.186,0.07,7,4,0,2,SEA@BOS,SEA,BOS
2,Dylan Moore,664238,L,664238,FC,15.0,5.0,0.333,0.05,0.49588235294117644,1.212,0.467,93.27499999999999,0.5,12,0.083,0.5,0.5,0.417,0.083,0.176,0.059,0,4,0,1,SEA@BOS,SEA,BOS
3,Dylan Moore,664238,L,664238,FF,86.0,23.0,0.267,0.146,0.4118018867924529,0.976,0.30299999999999994,89.34655172413794,0.576,58,0.172,0.397,0.224,0.207,0.362,0.264,0.17,9,7,2,5,SEA@BOS,SEA,BOS
5,Dylan Moore,664238,L,664238,SI,44.0,10.0,0.227,0.069,0.38915517241379305,0.891,0.24999999999999997,94.95277777777778,0.75,36,0.25,0.694,0.222,0.222,0.444,0.138,0.241,5,2,0,3,SEA@BOS,SEA,BOS
6,Dylan Moore,664238,L,664238,SL,40.0,4.0,0.1,0.158,0.15228571428571427,0.343,0.1,92.78125,0.538,16,0.125,0.5,0.125,0.438,0.375,0.571,0.024,2,1,0,1,SEA@BOS,SEA,BOS
7,Dylan Moore,664238,L,664238,ST,9.0,2.0,0.222,0.109,0.3596,0.856,0.3340000000000001,86.58333333333333,0.4,6,0.167,0.333,0.0,0.167,0.667,0.3,0.0,1,0,0,1,SEA@BOS,SEA,BOS
9,Julio Rodriguez,677594,L,677594,CH,66.0,14.0,0.212,0.23,0.27744444444444444,0.642,0.152,90.90425531914893,0.526,47,0.085,0.447,0.553,0.17,0.234,0.264,0.083,9,2,1,2,SEA@BOS,SEA,BOS
11,Julio Rodriguez,677594,L,677594,FC,26.0,4.0,0.154,0.202,0.2383333333333333,0.57,0.231,86.81428571428572,0.833,14,0.214,0.5,0.429,0.071,0.357,0.444,0.037,2,0,0,2,SEA@BOS,SEA,BOS
12,Julio Rodriguez,677594,L,677594,FF,110.0,39.0,0.355,0.121,0.3888151260504202,0.912,0.15400000000000003,92.75617977528088,0.609,89,0.124,0.517,0.438,0.348,0.169,0.176,0.067,28,8,0,3,SEA@BOS,SEA,BOS
14,Julio Rodriguez,677594,L,677594,SI,34.0,7.0,0.206,0.113,0.2693611111111111,0.632,0.17600000000000002,101.43333333333332,0.818,27,0.111,0.778,0.593,0.259,0.148,0.194,0.056,5,0,0,2,SEA@BOS,SEA,BOS
15,Julio Rodriguez,677594,L,677594,SL,54.0,13.0,0.241,0.182,0.2792456140350877,0.651,0.129,94.25882352941177,0.6,34,0.118,0.559,0.353,0.294,0.294,0.351,0.053,10,1,0,2,SEA@BOS,SEA,BOS
16,Julio Rodriguez,677594,L,677594,ST,10.0,2.0,0.2,0.214,0.17099999999999999,0.4,0.0,93.66,0.0,5,0.0,0.4,0.4,0.2,0.4,0.5,0.0,2,0,0,0,SEA@BOS,SEA,BOS
18,Cal Raleigh,663728,L,663728,CH,67.0,15.0,0.224,0.216,0.2728088235294117,0.647,0.19399999999999998,86.344,0.417,50,0.12,0.24,0.44,0.2,0.28,0.271,0.014,10,1,0,4,SEA@BOS,SEA,BOS
20,Cal Raleigh,663728,L,663728,FC,15.0,3.0,0.2,0.141,0.17099999999999999,0.4,0.0,92.41111111111111,0.5,9,0.0,0.444,0.111,0.222,0.222,0.4,0.0,3,0,0,0,SEA@BOS,SEA,BOS
21,Cal Raleigh,663728,L,663728,FF,95.0,13.0,0.137,0.143,0.19732692307692307,0.433,0.08399999999999999,91.18805970149255,0.565,67,0.104,0.463,0.134,0.209,0.478,0.269,0.077,9,2,0,2,SEA@BOS,SEA,BOS
23,Cal Raleigh,663728,L,663728,SI,37.0,9.0,0.243,0.062,0.43487804878048775,1.067,0.514,97.67575757575759,0.842,33,0.364,0.788,0.424,0.152,0.424,0.119,0.095,2,1,0,6,SEA@BOS,SEA,BOS
24,Cal Raleigh,663728,L,663728,SL,37.0,12.0,0.324,0.287,0.5264390243902439,1.309,0.595,93.22083333333335,0.692,24,0.25,0.542,0.375,0.167,0.375,0.317,0.073,4,1,0,7,SEA@BOS,SEA,BOS
25,Cal Raleigh,663728,L,663728,ST,10.0,1.0,0.1,0.209,0.2865,0.65,0.30000000000000004,82.9375,0.25,8,0.125,0.125,0.125,0.0,0.5,0.167,0.083,0,0,0,1,SEA@BOS,SEA,BOS
27,Randy Arozarena,668227,L,668227,CH,72.0,22.0,0.306,0.139,0.37527272727272726,0.893,0.23600000000000004,89.87741935483871,0.556,62,0.113,0.435,0.516,0.161,0.274,0.13,0.065,13,5,0,4,SEA@BOS,SEA,BOS
29,Randy Arozarena,668227,L,668227,FC,21.0,9.0,0.429,0.124,0.45729166666666665,1.071,0.14199999999999996,92.11111111111111,0.5,18,0.056,0.5,0.389,0.278,0.278,0.125,0.083,8,0,0,1,SEA@BOS,SEA,BOS
30,Randy Arozarena,668227,L,668227,FF,94.0,17.0,0.181,0.115,0.3519913043478261,0.819,0.308,96.03272727272727,0.774,55,0.218,0.655,0.273,0.091,0.473,0.339,0.157,6,2,0,9,SEA@BOS,SEA,BOS
32,Randy Arozarena,668227,L,668227,SI,43.0,11.0,0.256,0.07,0.34646153846153843,0.78,0.139,95.97741935483872,0.867,31,0.097,0.71,0.484,0.258,0.226,0.231,0.173,7,3,0,1,SEA@BOS,SEA,BOS
33,Randy Arozarena,668227,L,668227,SL,41.0,7.0,0.171,0.124,0.2863653846153846,0.59,0.07299999999999998,85.46923076923076,0.2,26,0.0,0.231,0.423,0.192,0.192,0.288,0.173,4,3,0,0,SEA@BOS,SEA,BOS
34,Randy Arozarena,668227,L,668227,ST,4.0,2.0,0.5,0.061,0.7132,1.85,0.75,68.03333333333335,0.5,3,0.333,0.333,0.333,0.0,0.667,0.2,0.2,1,0,0,1,SEA@BOS,SEA,BOS
36,Mitch Garver,641598,L,641598,CH,50.0,14.0,0.28,0.117,0.28814545454545454,0.645,0.019999999999999962,89.47027027027028,0.409,37,0.027,0.405,0.378,0.324,0.27,0.236,0.091,13,1,0,0,SEA@BOS,SEA,BOS
38,Mitch Garver,641598,L,641598,FC,11.0,2.0,0.182,0.063,0.38235714285714284,0.902,0.36300000000000004,92.72222222222223,0.25,9,0.111,0.444,0.333,0.0,0.444,0.143,0.214,0,1,0,1,SEA@BOS,SEA,BOS
39,Mitch Garver,641598,L,641598,FF,81.0,23.0,0.284,0.083,0.4007551020408163,0.939,0.24700000000000005,95.00655737704918,0.595,61,0.164,0.508,0.262,0.262,0.344,0.204,0.173,13,5,0,5,SEA@BOS,SEA,BOS
41,Mitch Garver,641598,L,641598,SI,26.0,5.0,0.192,0.026,0.34571428571428564,0.735,0.15399999999999997,92.89545454545454,0.7,22,0.045,0.545,0.5,0.182,0.273,0.139,0.25,3,1,0,1,SEA@BOS,SEA,BOS
42,Mitch Garver,641598,L,641598,SL,30.0,8.0,0.267,0.106,0.3393428571428571,0.771,0.133,89.65238095238095,0.562,21,0.048,0.476,0.19,0.286,0.476,0.257,0.143,6,1,0,1,SEA@BOS,SEA,BOS
43,Mitch Garver,641598,L,641598,ST,11.0,1.0,0.091,0.0,0.16208333333333333,0.349,0.091,83.35,0.25,8,0.125,0.125,0.125,0.125,0.375,0.25,0.083,0,1,0,0,SEA@BOS,SEA,BOS
45,Donovan Solano,456781,L,456781,CH,46.0,12.0,0.261,0.141,0.25778723404255316,0.603,0.065,81.34722222222223,0.222,36,0.028,0.139,0.417,0.306,0.194,0.213,0.021,11,0,0,1,SEA@BOS,SEA,BOS
47,Donovan Solano,456781,L,456781,FC,14.0,3.0,0.214,0.104,0.32093333333333335,0.767,0.28600000000000003,91.12727272727273,0.6,11,0.091,0.545,0.364,0.364,0.091,0.2,0.067,1,1,0,1,SEA@BOS,SEA,BOS
48,Donovan Solano,456781,L,456781,FF,85.0,28.0,0.329,0.098,0.39648979591836736,0.924,0.177,90.115625,0.462,64,0.109,0.438,0.297,0.312,0.297,0.214,0.133,17,9,0,2,SEA@BOS,SEA,BOS
