,Player,HID,p_throws,batter,pitch_type,AB,H,AVG,SwStr%,wOBA,OPS,ISO,EV,Air Hard%,BIP,Brl%,Hard%,GB%,LD%,FB%,K%,BB%,1B,2B,3B,HR,Game,Team,Opp,Spot
89,Javier Sanoja,691594,R,691594,FS,9.0,1.0,0.111,0.1,0.095,0.222,0.0,80.3,0.5,7,0.0,0.286,0.429,0.429,0.143,0.222,0.0,1,0,0,0,SEA@MIA,MIA,SEA,9
90,Javier Sanoja,691594,R,691594,SI,71.0,19.0,0.268,0.027,0.2959090909090909,0.677,0.08399999999999996,87.52089552238806,0.333,67,0.0,0.343,0.507,0.313,0.134,0.052,0.078,13,6,0,0,SEA@MIA,MIA,SEA,9
91,Javier Sanoja,691594,R,691594,SL,76.0,23.0,0.303,0.069,0.3245714285714285,0.773,0.15800000000000003,83.08732394366197,0.333,71,0.014,0.282,0.549,0.282,0.056,0.065,0.013,14,7,1,1,SEA@MIA,MIA,SEA,9
92,Javier Sanoja,691594,R,691594,ST,26.0,6.0,0.231,0.055,0.2721153846153846,0.654,0.19199999999999998,84.38260869565217,0.222,23,0.043,0.261,0.478,0.13,0.261,0.115,0.0,3,2,0,1,SEA@MIA,MIA,SEA,9
0,Paul Goldschmidt,502671,L,502671,CH,100.0,33.0,0.33,0.088,0.37550943396226416,0.888,0.19,89.96781609195402,0.609,87,0.149,0.483,0.46,0.391,0.138,0.123,0.057,20,10,0,3,NYY@TB,NYY,TB,1
2,Paul Goldschmidt,502671,L,502671,CU,61.0,14.0,0.23,0.086,0.2818358208955224,0.638,0.11399999999999996,92.30851063829788,0.464,47,0.106,0.489,0.362,0.298,0.298,0.221,0.088,9,4,0,1,NYY@TB,NYY,TB,1
3,Paul Goldschmidt,502671,L,502671,FC,35.0,8.0,0.229,0.096,0.3078095238095238,0.671,0.08499999999999999,91.08148148148148,0.625,27,0.111,0.519,0.37,0.259,0.333,0.19,0.143,5,3,0,0,NYY@TB,NYY,TB,1
4,Paul Goldschmidt,502671,L,502671,FF,182.0,63.0,0.346,0.085,0.4549313725490196,1.092,0.3350000000000001,92.40810810810811,0.638,148,0.149,0.527,0.264,0.27,0.365,0.164,0.106,33,14,1,15,NYY@TB,NYY,TB,1
6,Paul Goldschmidt,502671,L,502671,SI,60.0,22.0,0.367,0.047,0.45304687499999996,1.083,0.31600000000000006,94.6,0.71,57,0.105,0.614,0.404,0.316,0.228,0.062,0.046,13,4,0,5,NYY@TB,NYY,TB,1
7,Paul Goldschmidt,502671,L,502671,SL,65.0,20.0,0.308,0.113,0.34306849315068494,0.784,0.09200000000000003,88.67555555555556,0.478,45,0.067,0.422,0.422,0.222,0.289,0.274,0.096,16,3,0,1,NYY@TB,NYY,TB,1
8,Paul Goldschmidt,502671,L,502671,ST,22.0,6.0,0.273,0.093,0.3482413793103448,0.721,0.0,89.05,0.333,14,0.0,0.286,0.286,0.214,0.429,0.276,0.138,6,0,0,0,NYY@TB,NYY,TB,1
10,Amed Rosario,642708,L,642708,CH,109.0,34.0,0.312,0.154,0.37148214285714287,0.89,0.24800000000000005,84.61836734693878,0.452,98,0.071,0.296,0.459,0.286,0.143,0.098,0.027,18,10,1,5,NYY@TB,NYY,TB,2
12,Amed Rosario,642708,L,642708,CU,48.0,17.0,0.354,0.165,0.3899183673469388,0.922,0.20800000000000007,89.96857142857144,0.5,35,0.086,0.4,0.4,0.343,0.229,0.28,0.0,10,5,1,1,NYY@TB,NYY,TB,2
13,Amed Rosario,642708,L,642708,FC,36.0,10.0,0.278,0.092,0.34364102564102567,0.797,0.19399999999999995,90.4030303030303,0.5,33,0.061,0.424,0.424,0.333,0.212,0.1,0.05,5,4,0,1,NYY@TB,NYY,TB,2
14,Amed Rosario,642708,L,642708,FF,151.0,39.0,0.258,0.095,0.31544785276073617,0.733,0.16599999999999998,92.02822580645162,0.451,124,0.056,0.46,0.363,0.258,0.315,0.176,0.067,23,11,1,4,NYY@TB,NYY,TB,2
16,Amed Rosario,642708,L,642708,SI,57.0,14.0,0.246,0.038,0.25481967213114753,0.576,0.03500000000000003,94.70192307692308,0.55,52,0.038,0.615,0.596,0.25,0.135,0.082,0.066,12,2,0,0,NYY@TB,NYY,TB,2
17,Amed Rosario,642708,L,642708,SL,74.0,18.0,0.243,0.169,0.2618961038961039,0.611,0.09500000000000003,90.06206896551724,0.548,58,0.069,0.466,0.414,0.293,0.241,0.208,0.039,12,5,1,0,NYY@TB,NYY,TB,2
18,Amed Rosario,642708,L,642708,ST,14.0,5.0,0.357,0.127,0.45318749999999997,1.08,0.28600000000000003,90.10000000000001,0.333,12,0.083,0.333,0.333,0.167,0.333,0.125,0.062,3,1,0,1,NYY@TB,NYY,TB,2
20,Ben Rice,700250,L,700250,CH,10.0,4.0,0.4,0.146,0.4972,1.2,0.4,98.05,0.667,6,0.167,0.5,0.333,0.167,0.333,0.4,0.0,2,1,0,1,NYY@TB,NYY,TB,3
21,Ben Rice,700250,L,700250,CU,21.0,2.0,0.095,0.169,0.1546521739130435,0.317,0.04799999999999999,81.10909090909091,0.2,11,0.0,0.091,0.364,0.273,0.182,0.435,0.0,1,1,0,0,NYY@TB,NYY,TB,3
22,Ben Rice,700250,L,700250,FC,18.0,2.0,0.111,0.099,0.1997142857142857,0.405,0.05600000000000001,78.08,0.5,15,0.0,0.133,0.733,0.067,0.067,0.143,0.143,1,1,0,0,NYY@TB,NYY,TB,3
23,Ben Rice,700250,L,700250,FF,54.0,14.0,0.259,0.107,0.4322615384615385,1.052,0.40800000000000003,95.9825,0.63,40,0.2,0.6,0.275,0.2,0.475,0.215,0.169,5,2,1,6,NYY@TB,NYY,TB,3
24,Ben Rice,700250,L,700250,SI,55.0,13.0,0.236,0.081,0.301,0.663,0.10899999999999999,93.97333333333334,0.556,45,0.111,0.511,0.578,0.244,0.156,0.182,0.121,10,1,1,1,NYY@TB,NYY,TB,3
25,Ben Rice,700250,L,700250,SL,59.0,15.0,0.254,0.176,0.321983606557377,0.771,0.238,89.3157894736842,0.571,38,0.105,0.5,0.395,0.289,0.263,0.344,0.033,9,2,0,4,NYY@TB,NYY,TB,3
26,Ben Rice,700250,L,700250,ST,31.0,3.0,0.097,0.13,0.206,0.461,0.19299999999999998,84.16190476190476,0.25,21,0.095,0.19,0.571,0.048,0.333,0.314,0.057,1,0,0,2,NYY@TB,NYY,TB,3
28,Jasson Dominguez,691176,L,691176,CH,40.0,9.0,0.225,0.219,0.25335714285714284,0.581,0.1,85.43333333333334,0.5,30,0.033,0.3,0.5,0.133,0.333,0.256,0.047,7,1,0,1,NYY@TB,NYY,TB,4
30,Jasson Dominguez,691176,L,691176,CU,15.0,5.0,0.333,0.183,0.4323125,1.042,0.334,96.925,1.0,8,0.125,0.75,0.75,0.125,0.125,0.438,0.062,2,2,0,1,NYY@TB,NYY,TB,4
31,Jasson Dominguez,691176,L,691176,FC,10.0,1.0,0.1,0.14,0.1410909090909091,0.282,0.0,74.87142857142858,0.0,7,0.0,0.143,0.714,0.0,0.143,0.273,0.091,1,0,0,0,NYY@TB,NYY,TB,4
32,Jasson Dominguez,691176,L,691176,FF,50.0,11.0,0.22,0.141,0.2795593220338983,0.593,0.04000000000000001,83.97575757575758,0.385,33,0.03,0.424,0.455,0.273,0.121,0.283,0.133,9,2,0,0,NYY@TB,NYY,TB,4
34,Jasson Dominguez,691176,L,691176,SI,20.0,3.0,0.15,0.125,0.21568181818181814,0.477,0.1,90.51875,0.25,16,0.0,0.5,0.688,0.062,0.188,0.182,0.091,1,2,0,0,NYY@TB,NYY,TB,4
35,Jasson Dominguez,691176,L,691176,SL,13.0,3.0,0.231,0.169,0.29013333333333335,0.641,0.07699999999999999,87.5625,0.25,8,0.0,0.375,0.375,0.375,0.125,0.333,0.133,2,1,0,0,NYY@TB,NYY,TB,4
36,Jasson Dominguez,691176,L,691176,ST,10.0,1.0,0.1,0.242,0.1248,0.3,0.1,92.47999999999999,0.5,5,0.0,0.6,0.2,0.2,0.6,0.5,0.0,0,1,0,0,NYY@TB,NYY,TB,4
38,Anthony Volpe,683011,L,683011,CH,91.0,24.0,0.264,0.137,0.27774736842105263,0.647,0.08799999999999997,85.09864864864865,0.32,74,0.014,0.257,0.649,0.216,0.122,0.179,0.042,17,6,1,0,NYY@TB,NYY,TB,5
39,Anthony Volpe,683011,L,683011,CU,52.0,9.0,0.173,0.105,0.17821153846153845,0.423,0.07700000000000001,84.55454545454546,0.357,33,0.0,0.303,0.545,0.212,0.212,0.365,0.0,5,4,0,0,NYY@TB,NYY,TB,5
41,Anthony Volpe,683011,L,683011,FC,40.0,12.0,0.3,0.115,0.33224390243902435,0.777,0.175,82.57567567567568,0.333,37,0.054,0.27,0.486,0.27,0.216,0.116,0.023,8,2,1,1,NYY@TB,NYY,TB,5
42,Anthony Volpe,683011,L,683011,FF,176.0,49.0,0.278,0.102,0.36515346534653464,0.854,0.20499999999999996,91.23560606060606,0.573,132,0.121,0.515,0.371,0.258,0.311,0.218,0.129,31,7,4,7,NYY@TB,NYY,TB,5
44,Anthony Volpe,683011,L,683011,SI,53.0,16.0,0.302,0.08,0.3885,0.887,0.16999999999999998,94.315,0.647,40,0.025,0.575,0.525,0.275,0.15,0.215,0.169,9,6,0,1,NYY@TB,NYY,TB,5
45,Anthony Volpe,683011,L,683011,SL,60.0,8.0,0.133,0.116,0.22563636363636363,0.506,0.16699999999999998,85.72045454545454,0.619,44,0.068,0.386,0.409,0.159,0.318,0.265,0.088,4,1,0,3,NYY@TB,NYY,TB,5
46,Anthony Volpe,683011,L,683011,ST,23.0,5.0,0.217,0.144,0.29057692307692307,0.656,0.13099999999999998,86.86153846153846,0.444,13,0.077,0.308,0.231,0.308,0.385,0.385,0.077,4,0,0,1,NYY@TB,NYY,TB,5
48,Jose Caballero,676609,L,676609,CH,64.0,20.0,0.312,0.15,0.33155072463768115,0.763,0.09400000000000003,77.98333333333333,0.2,48,0.0,0.125,0.479,0.312,0.104,0.243,0.071,15,4,1,0,NYY@TB,NYY,TB,6
49,Jose Caballero,676609,L,676609,CU,31.0,7.0,0.226,0.092,0.2558064516129032,0.613,0.161,78.35238095238095,0.25,21,0.048,0.143,0.619,0.238,0.143,0.323,0.0,4,2,0,1,NYY@TB,NYY,TB,6
50,Jose Caballero,676609,L,676609,FC,26.0,7.0,0.269,0.127,0.36584848484848487,0.797,0.11599999999999999,84.30666666666666,0.5,15,0.2,0.333,0.267,0.4,0.267,0.353,0.176,4,3,0,0,NYY@TB,NYY,TB,6
51,Jose Caballero,676609,L,676609,FF,146.0,27.0,0.185,0.146,0.2795232558139535,0.606,0.11599999999999999,82.50227272727273,0.4,88,0.068,0.284,0.352,0.239,0.216,0.345,0.098,18,5,0,4,NYY@TB,NYY,TB,6
53,Jose Caballero,676609,L,676609,SI,54.0,14.0,0.259,0.085,0.38549999999999995,0.882,0.241,88.94418604651163,0.682,43,0.093,0.488,0.395,0.349,0.163,0.191,0.147,7,4,0,3,NYY@TB,NYY,TB,6
54,Jose Caballero,676609,L,676609,SL,50.0,15.0,0.3,0.167,0.3879107142857143,0.915,0.24000000000000005,78.58571428571429,0.278,35,0.057,0.257,0.457,0.2,0.314,0.268,0.071,9,3,0,3,NYY@TB,NYY,TB,6
55,Jose Caballero,676609,L,676609,ST,16.0,3.0,0.188,0.129,0.24344444444444444,0.528,0.062,81.66666666666667,0.4,9,0.111,0.222,0.222,0.444,0.111,0.389,0.056,2,1,0,0,NYY@TB,NYY,TB,6
57,Spencer Jones,682987,L,682987,CU,3.0,0.0,0.0,0.4,0.0,0.0,0.0,93.9,0.0,1,0.0,0.0,0.0,0.0,1.0,0.667,0.0,0,0,0,0,NYY@TB,NYY,TB,7
58,Spencer Jones,682987,L,682987,FC,1.0,1.0,1.0,0.0,0.855,2.0,0.0,76.9,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,NYY@TB,NYY,TB,7
59,Spencer Jones,682987,L,682987,FF,2.0,0.0,0.0,0.208,0.3485,0.5,0.0,86.6,0.0,1,0.0,0.0,0.0,0.0,1.0,0.25,0.5,0,0,0,0,NYY@TB,NYY,TB,7
60,Spencer Jones,682987,L,682987,SI,1.0,1.0,1.0,0.0,1.248,3.0,1.0,84.6,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,NYY@TB,NYY,TB,7
61,Spencer Jones,682987,L,682987,SL,2.0,0.0,0.0,0.4,0.0,0.0,0.0,82.4,0.0,1,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0,0,0,0,NYY@TB,NYY,TB,7
62,Spencer Jones,682987,L,682987,ST,1.0,1.0,1.0,0.0,1.248,3.0,1.0,95.2,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,NYY@TB,NYY,TB,7
64,Max Schuemann,680474,L,680474,CH,26.0,5.0,0.192,0.174,0.2765625,0.564,0.03900000000000001,79.82857142857144,0.143,21,0.0,0.143,0.571,0.19,0.143,0.182,0.182,4,1,0,0,NYY@TB,NYY,TB,8
65,Max Schuemann,680474,L,680474,CU,14.0,0.0,0.0,0.032,0.048466666666666665,0.067,0.0,80.16666666666667,0.0,12,0.0,0.083,0.667,0.0,0.25,0.133,0.0,0,0,0,0,NYY@TB,NYY,TB,8
66,Max Schuemann,680474,L,680474,FC,15.0,3.0,0.2,0.088,0.30105882352941177,0.694,0.2,91.44285714285715,0.375,14,0.143,0.357,0.429,0.143,0.429,0.059,0.118,2,0,0,1,NYY@TB,NYY,TB,8
67,Max Schuemann,680474,L,680474,FF,60.0,12.0,0.2,0.128,0.2964929577464788,0.652,0.133,92.04651162790698,0.536,43,0.116,0.488,0.233,0.256,0.395,0.25,0.153,6,5,0,1,NYY@TB,NYY,TB,8
69,Max Schuemann,680474,L,680474,SI,24.0,5.0,0.208,0.091,0.3076785714285714,0.685,0.167,87.43684210526315,0.444,19,0.105,0.421,0.474,0.211,0.263,0.207,0.138,3,1,0,1,NYY@TB,NYY,TB,8
70,Max Schuemann,680474,L,680474,SL,22.0,3.0,0.136,0.08,0.15891304347826088,0.349,0.045999999999999985,87.17894736842105,0.455,19,0.053,0.368,0.421,0.211,0.368,0.167,0.042,2,1,0,0,NYY@TB,NYY,TB,8
71,Max Schuemann,680474,L,680474,ST,3.0,1.0,0.333,0.136,0.49375,1.167,0.334,85.39999999999999,0.5,3,0.0,0.333,0.333,0.333,0.333,0.0,0.0,0,1,0,0,NYY@TB,NYY,TB,8
73,Ali Sanchez,645305,L,645305,CH,8.0,2.0,0.25,0.059,0.3111111111111111,0.708,0.125,80.65,0.0,8,0.0,0.125,0.75,0.25,0.0,0.0,0.111,1,1,0,0,NYY@TB,NYY,TB,9
74,Ali Sanchez,645305,L,645305,CU,7.0,0.0,0.0,0.217,0.0,0.0,0.0,75.85,0.5,4,0.25,0.5,0.5,0.25,0.25,0.5,0.0,0,0,0,0,NYY@TB,NYY,TB,9
75,Ali Sanchez,645305,L,645305,FC,3.0,1.0,0.333,0.2,0.388,0.833,0.0,79.60000000000001,1.0,3,0.0,0.333,0.333,0.333,0.0,0.0,0.25,1,0,0,0,NYY@TB,NYY,TB,9
76,Ali Sanchez,645305,L,645305,FF,17.0,5.0,0.294,0.172,0.27458823529411763,0.647,0.059,87.13,0.5,10,0.1,0.4,0.3,0.5,0.1,0.412,0.0,4,1,0,0,NYY@TB,NYY,TB,9
78,Ali Sanchez,645305,L,645305,SI,8.0,1.0,0.125,0.068,0.156,0.361,0.125,79.15,0.5,8,0.125,0.25,0.5,0.125,0.375,0.111,0.0,0,1,0,0,NYY@TB,NYY,TB,9
79,Ali Sanchez,645305,L,645305,SL,2.0,0.0,0.0,0.25,0.0,0.0,0.0,92.6,0.0,1,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0,0,0,0,NYY@TB,NYY,TB,9
80,Ali Sanchez,645305,L,645305,ST,2.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,NYY@TB,NYY,TB,9
0,Jonathan Aranda,666018,R,666018,CH,99.0,30.0,0.303,0.078,0.3438076923076923,0.812,0.172,87.11136363636363,0.537,88,0.057,0.33,0.477,0.273,0.193,0.106,0.048,19,8,0,3,NYY@TB,TB,NYY,1
2,Jonathan Aranda,666018,R,666018,CU,57.0,16.0,0.281,0.139,0.33544827586206905,0.797,0.22799999999999998,93.74473684210527,0.833,38,0.132,0.658,0.526,0.263,0.211,0.339,0.0,9,4,0,3,NYY@TB,TB,NYY,1
5,Jonathan Aranda,666018,R,666018,FF,207.0,59.0,0.285,0.119,0.39069879518072287,0.898,0.21700000000000003,94.47551020408163,0.633,147,0.15,0.565,0.259,0.272,0.395,0.259,0.149,38,9,0,12,NYY@TB,TB,NYY,1
7,Jonathan Aranda,666018,R,666018,SI,89.0,28.0,0.315,0.059,0.3899714285714285,0.902,0.16799999999999998,96.19516129032259,0.703,62,0.177,0.629,0.403,0.419,0.177,0.257,0.152,17,9,0,2,NYY@TB,TB,NYY,1
9,Jonathan Aranda,666018,R,666018,ST,23.0,8.0,0.348,0.087,0.5316296296296296,1.314,0.522,93.17894736842106,0.571,19,0.158,0.474,0.263,0.211,0.526,0.148,0.037,4,0,0,4,NYY@TB,TB,NYY,1
11,Junior Caminero,691406,R,691406,CH,45.0,10.0,0.222,0.178,0.26195744680851063,0.611,0.13399999999999998,88.58285714285715,0.556,35,0.057,0.343,0.629,0.114,0.143,0.213,0.021,6,3,0,1,NYY@TB,TB,NYY,2
13,Junior Caminero,691406,R,691406,CU,56.0,12.0,0.214,0.183,0.32117241379310346,0.777,0.32200000000000006,92.065,0.917,40,0.125,0.575,0.65,0.175,0.125,0.276,0.034,4,3,0,5,NYY@TB,TB,NYY,2
16,Junior Caminero,691406,R,691406,FF,162.0,51.0,0.315,0.132,0.4548497109826589,1.111,0.438,97.35966386554621,0.726,119,0.227,0.672,0.294,0.235,0.378,0.249,0.064,23,6,1,21,NYY@TB,TB,NYY,2
