,Player,HID,p_throws,batter,pitch_type,AB,H,AVG,wOBA,OPS,ISO,EV,Air Hard%,BIP,Brl%,Hard%,LD%,FB%,K%,BB%,Game,Team,Opp
42,Ozzie Albies,645277,L,645277,FF,86.0,25.0,0.291,0.3626043956043956,0.865,0.24400000000000005,90.82236842105263,0.583,76,0.105,0.526,0.237,0.395,0.11,0.044,PHI@ATL,ATL,PHI
45,Ozzie Albies,645277,L,645277,SI,34.0,14.0,0.412,0.4208235294117647,1.0,0.176,91.87272727272727,0.389,33,0.091,0.455,0.242,0.303,0.029,0.0,PHI@ATL,ATL,PHI
46,Ozzie Albies,645277,L,645277,SL,32.0,12.0,0.375,0.40596875,0.958,0.21899999999999997,91.31923076923077,0.778,26,0.077,0.538,0.192,0.154,0.212,0.0,PHI@ATL,ATL,PHI
47,Ozzie Albies,645277,L,645277,ST,7.0,1.0,0.143,0.12214285714285714,0.286,0.0,84.76666666666667,0.333,6,0.0,0.167,0.167,0.333,0.143,0.0,PHI@ATL,ATL,PHI
49,Drake Baldwin,686948,L,686948,CU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,PHI@ATL,ATL,PHI
50,Drake Baldwin,686948,L,686948,FF,3.0,0.0,0.0,0.0,0.0,0.0,100.4,1.0,2,0.0,1.0,0.0,0.5,0.333,0.0,PHI@ATL,ATL,PHI
51,Drake Baldwin,686948,L,686948,SI,2.0,0.0,0.0,0.0,0.0,0.0,98.9,0.0,1,0.0,1.0,0.0,0.0,0.5,0.0,PHI@ATL,ATL,PHI
52,Drake Baldwin,686948,L,686948,SL,2.0,1.0,0.5,0.4275,1.0,0.0,105.1,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,PHI@ATL,ATL,PHI
53,Drake Baldwin,686948,L,686948,ST,1.0,0.0,0.0,0.0,0.0,0.0,103.7,1.0,1,1.0,1.0,0.0,1.0,0.0,0.0,PHI@ATL,ATL,PHI
54,Bryan De La Cruz,650559,L,650559,CH,64.0,20.0,0.312,0.3218615384615384,0.761,0.126,85.22916666666667,0.391,48,0.104,0.292,0.25,0.229,0.246,0.015,PHI@ATL,ATL,PHI
55,Bryan De La Cruz,650559,L,650559,CU,34.0,7.0,0.206,0.18758823529411764,0.441,0.028999999999999998,90.56666666666666,0.583,24,0.042,0.5,0.292,0.208,0.294,0.0,PHI@ATL,ATL,PHI
57,Bryan De La Cruz,650559,L,650559,FC,21.0,7.0,0.333,0.37121739130434783,0.867,0.14299999999999996,92.39444444444445,0.8,18,0.111,0.611,0.278,0.278,0.13,0.087,PHI@ATL,ATL,PHI
58,Bryan De La Cruz,650559,L,650559,FF,91.0,24.0,0.264,0.32272448979591833,0.75,0.176,92.52878787878787,0.69,66,0.106,0.591,0.364,0.273,0.27,0.07,PHI@ATL,ATL,PHI
60,Bryan De La Cruz,650559,L,650559,SI,43.0,15.0,0.349,0.37114285714285716,0.839,0.07,83.42571428571429,0.684,35,0.086,0.514,0.343,0.2,0.18,0.12,PHI@ATL,ATL,PHI
61,Bryan De La Cruz,650559,L,650559,SL,53.0,10.0,0.189,0.18356603773584904,0.43,0.055999999999999994,89.83684210526316,0.348,38,0.026,0.342,0.263,0.342,0.296,0.0,PHI@ATL,ATL,PHI
62,Bryan De La Cruz,650559,L,650559,ST,6.0,3.0,0.5,0.8014285714285714,2.071,1.0,96.17999999999999,0.667,5,0.4,0.4,0.2,0.4,0.143,0.0,PHI@ATL,ATL,PHI
63,Jarred Kelenic,672284,L,672284,CH,3.0,1.0,0.333,0.6713333333333332,1.666,1.0,95.5,1.0,2,0.0,0.5,0.0,0.5,0.333,0.0,PHI@ATL,ATL,PHI
64,Jarred Kelenic,672284,L,672284,CU,11.0,1.0,0.091,0.07772727272727273,0.182,0.0,80.0,0.6,7,0.0,0.429,0.571,0.143,0.364,0.0,PHI@ATL,ATL,PHI
66,Jarred Kelenic,672284,L,672284,FC,10.0,1.0,0.1,0.20139999999999997,0.5,0.30000000000000004,88.8125,0.75,8,0.0,0.375,0.0,0.5,0.2,0.0,PHI@ATL,ATL,PHI
67,Jarred Kelenic,672284,L,672284,FF,49.0,14.0,0.286,0.31429411764705883,0.743,0.14300000000000002,92.42631578947368,0.538,38,0.105,0.447,0.316,0.368,0.216,0.039,PHI@ATL,ATL,PHI
69,Jarred Kelenic,672284,L,672284,SI,33.0,9.0,0.273,0.30455263157894735,0.671,0.02999999999999997,82.22222222222223,0.3,27,0.0,0.222,0.296,0.074,0.158,0.132,PHI@ATL,ATL,PHI
70,Jarred Kelenic,672284,L,672284,SL,33.0,9.0,0.273,0.35805555555555557,0.848,0.242,89.19444444444444,0.385,18,0.111,0.333,0.278,0.444,0.417,0.083,PHI@ATL,ATL,PHI
71,Jarred Kelenic,672284,L,672284,ST,15.0,1.0,0.067,0.057,0.13,0.0,85.03333333333333,0.333,6,0.0,0.167,0.167,0.333,0.625,0.0,PHI@ATL,ATL,PHI
72,Orlando Arcia,606115,L,606115,CH,39.0,12.0,0.308,0.35659090909090907,0.822,0.128,83.79705882352941,0.385,34,0.029,0.265,0.176,0.206,0.114,0.114,PHI@ATL,ATL,PHI
73,Orlando Arcia,606115,L,606115,CU,12.0,3.0,0.25,0.3628,0.817,0.16699999999999998,83.975,0.5,8,0.0,0.375,0.25,0.0,0.267,0.2,PHI@ATL,ATL,PHI
75,Orlando Arcia,606115,L,606115,FC,15.0,4.0,0.267,0.37887499999999996,0.912,0.33299999999999996,92.02666666666667,0.833,15,0.067,0.533,0.2,0.2,0.0,0.062,PHI@ATL,ATL,PHI
76,Orlando Arcia,606115,L,606115,FF,72.0,20.0,0.278,0.37882926829268293,0.889,0.25,91.55384615384615,0.643,52,0.135,0.538,0.173,0.365,0.253,0.12,PHI@ATL,ATL,PHI
78,Orlando Arcia,606115,L,606115,SI,41.0,10.0,0.244,0.33693617021276595,0.779,0.195,92.84827586206896,0.5,29,0.172,0.517,0.241,0.241,0.255,0.128,PHI@ATL,ATL,PHI
79,Orlando Arcia,606115,L,606115,SL,41.0,5.0,0.122,0.17995454545454545,0.398,0.098,88.5653846153846,0.4,26,0.077,0.346,0.231,0.154,0.356,0.067,PHI@ATL,ATL,PHI
80,Orlando Arcia,606115,L,606115,ST,4.0,3.0,0.75,0.7310000000000001,1.667,0.25,92.05999999999999,1.0,5,0.0,0.6,0.4,0.2,0.0,0.167,PHI@ATL,ATL,PHI
